Year,Health Plan Type,Plan Name,Measure Name,Submeasure Name,Measure definition,Computed Value,State Average by Carrier Type (Stratified),Utah Average,National Average,Method,Measure ID,Data Element
2010,Medicaid,Healthy U,Children 15 months with 6+ well-child visits,,Percentage of children (less than 15 months old) that received at least six or more well-child visits.,37.92,,49.98,59.3,Administrative,,
2010,Medicaid,Molina,Children 15 months with 6+ well-child visits,,Percentage of children (less than 15 months old) that received at least six or more well-child visits.,62.04,,49.98,59.3,Admin+Chart Review,,
2011,Medicaid,Healthy U,Children 15 months with 6+ well-child visits,,Percentage of children (less than 15 months old) that received at least six or more well-child visits.,37.92,,49.98,59.3,Administrative,,
2011,Medicaid,Molina,Children 15 months with 6+ well-child visits,,Percentage of children (less than 15 months old) that received at least six or more well-child visits.,62.04,,49.98,59.3,Admin+Chart Review,,
2012,Medicaid,Healthy U,Children 15 months with 6+ well-child visits,,Percentage of children (less than 15 months old) that received at least six or more well-child visits.,43.55,,52.22,61.75,Admin+Chart Review,,
2012,Medicaid,Molina,Children 15 months with 6+ well-child visits,,Percentage of children (less than 15 months old) that received at least six or more well-child visits.,60.88,,52.22,61.75,Admin+Chart Review,,
2013,Medicaid,Healthy U,Children 15 months with 6+ well-child visits,,Percentage of children (less than 15 months old) that received at least six or more well-child visits.,43.55,,52.22,63.65,Admin+Chart Review,,
2013,Medicaid,Molina,Children 15 months with 6+ well-child visits,,Percentage of children (less than 15 months old) that received at least six or more well-child visits.,60.88,,52.22,63.65,Admin+Chart Review,,
2014,Medicaid,Healthy U,Children 15 months with 6+ well-child visits,,Percentage of children (less than 15 months old) that received at least six or more well-child visits.,58.64,,62.42,61.55,Admin+Chart Review,,
2014,Medicaid,Molina,Children 15 months with 6+ well-child visits,,Percentage of children (less than 15 months old) that received at least six or more well-child visits.,54.7,,62.42,61.55,Admin+Chart Review,,
2014,Medicaid,SelectHealth,Children 15 months with 6+ well-child visits,,Percentage of children (less than 15 months old) that received at least six or more well-child visits.,73.91,,62.42,61.55,Admin+Chart Review,,
2010,CHIP,Molina,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,86.4,,85.84,88.28,Administrative,,
2010,CHIP,PEHP,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,85.29,,85.84,88.28,Administrative,,
2011,CHIP,Molina,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,86.4,,85.84,88.28,Administrative,,
2011,CHIP,PEHP,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,85.29,,85.84,88.28,Administrative,,
2012,CHIP,Molina,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,87.83,,87.72,88.19,Administrative,,
2017,PPO,Aetna Health of Utah Inc.,CDC Comprehensive Diabetes Care,Rate - Blood Press Cont <140/90,,72.88,,,50.47,H,cdc,ratebp90
2012,CHIP,SelectHealth,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,87.6,,87.72,88.19,Administrative,,
2013,CHIP,Molina,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,86.69,,87.66,88.32,Administrative,,
2013,CHIP,SelectHealth,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,88.64,,87.66,88.32,Administrative,,
2014,CHIP,Molina,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,87.56,,86.85,88.25,Administrative,,
2014,CHIP,SelectHealth,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,86.14,,86.85,88.25,Administrative,,
2010,Commercial HMO,Altius,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,84.95,,85.4,92.11,Administrative,,
2010,Commercial HMO,SelectHealth,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,86.28,,85.4,92.11,Administrative,,
2010,Commercial HMO,United,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,84.98,,85.4,92.11,Administrative,,
2011,Commercial HMO,Altius,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,84.95,,85.4,92.11,Administrative,,
2011,Commercial HMO,SelectHealth,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,86.28,,85.4,92.11,Administrative,,
2011,Commercial HMO,United Healthcare,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,84.98,,85.4,92.11,Administrative,,
2012,Commercial HMO,Altius,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,85.59,,86.46,92.25,Administrative,,
2012,Commercial HMO,SelectHealth,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,87.34,,86.46,92.25,Administrative,,
2013,Commercial HMO,Altius,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,84.2,,85.62,92.31,Administrative,,
2013,Commercial HMO,SelectHealth,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,87.04,,85.62,92.31,Administrative,,
2014,Commercial HMO,Altius,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,84.62,,85.31,92.31,Administrative,,
2014,Commercial HMO,SelectHealth,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,86,,85.31,92.31,Administrative,,
2013,Commercial PPO,Aetna,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,84.84,,81.09,90.08,Administrative,,
2013,Commercial PPO,CIGNA,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,0,,81.09,90.08,Not Reportable,,
2013,Commercial PPO,Humana,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,76.25,,81.09,90.08,Administrative,,
2013,Commercial PPO,Regence,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,82.4,,81.09,90.08,Administrative,,
2012,Medicaid,Healthy U,Diabetics who have had an eye exam,,Percentage of members (18 - 75 years of age) who had an eye exam.,52.33,,57.18,53.35,Admin+Chart Review,,
2013,Commercial PPO,United Healthcare,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,80.89,,81.09,90.08,Administrative,,
2011,Commercial HMO,Altius,Diabetics who have had an eye exam,,Percentage of members (18 - 75 years of age) who had an eye exam.,55.43,,53.55,55.65,Admin+Chart Review,,
2014,Commercial PPO,Aetna,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,85.28,,65.35,90.15,Administrative,,
2014,Commercial PPO,CIGNA,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,0,,81.78,90.15,Not Reported,,
2017,PPO,PEHP,CIS Childhood Imm Status,Rotavirus - Rate,,60.05,,,75.52,A,cis,raterot
2014,Commercial PPO,EMI Health,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,82.18,,81.78,90.15,Administrative,,
2014,Commercial PPO,Humana,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,75.88,,81.78,90.15,Administrative,,
2014,Commercial PPO,Regence,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,83.19,,81.78,90.15,Administrative,,
2014,Commercial PPO,United Healthcare,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,82.38,,81.78,90.15,Administrative,,
2010,Medicaid,Healthy U,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,89.48,,89.85,88.28,Administrative,,
2010,Medicaid,Molina,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,90.21,,89.85,88.28,Administrative,,
2011,Medicaid,Healthy U,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,89.48,,89.85,88.28,Administrative,,
2011,Medicaid,Molina,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,90.21,,89.85,88.28,Administrative,,
2012,Medicaid,Healthy U,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,83.59,,85.77,88.19,Administrative,,
2012,Medicaid,Molina,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,87.94,,85.77,88.19,Administrative,,
2013,Medicaid,Healthy U,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,84.32,,85.46,88.32,Administrative,,
2013,Medicaid,Molina,Children 25 months to 6 years with a primary care visit,,Percentage of children (25 months - 6 years of age) who had a visit with a primary care practitioner.,86.61,,85.46,88.32,Administrative,,
